CO 0342,2022-12-13,2022,12,13
CO 0343,2022-12-14,2022,12,14
CO 0344,2022-12-15,2022,12,15
CO 0345,2022-12-16,2022,12,16
CO 0346,2022-12-17,2022,12,17
CO 0347,2022-12-18,2022,12,18
CO 0348,2022-12-19,2022,12,19
CO 0349,2022-12-20,2022,12,20
CO 0350,2022-12-21,2022,12,21
CO 0351,2022-12-22,2022,12,22
CO 0352,2022-12-23,2022,12,23
CO 0353,2022-12-24,2022,12,24
CO 0354,2022-12-25,2022,12,25
CO 0355,2022-12-27,2022,12,27
CO 0356,2022-12-28,2022,12,28
CO 0357,2022-12-29,2022,12,29
CO 0358,2022-12-30,2022,12,30
CO 0359,2022-12-31,2022,12,31
CO 0360,2023-01-01,2023,1,1
CO 0361,2023-01-02,2023,1,2
CO 0362,2023-01-03,2023,1,3
CO 0363,2023-01-04,2023,1,4
CO 0364,2023-01-05,2023,1,5
CO 0365,2023-01-06,2023,1,6
CO 0366,2023-01-07,2023,1,7
CO 0367,2023-01-08,2023,1,8
CO 0368,2023-01-09,2023,1,9
CO 0369,2023-01-10,2023,1,10
CO 0370,2023-01-11,2023,1,11
CO 0371,2023-01-12,2023,1,12
CO 0372,2023-01-13,2023,1,13
CO 0373,2023-01-14,2023,1,14
CO 0374,2023-01-15,2023,1,15
CO 0375,2023-01-16,2023,1,16
CO 0376,2023-01-17,2023,1,17
CO 0377,2023-01-18,2023,1,18
CO 0378,2023-01-19,2023,1,19
CO 0379,2023-01-20,2023,1,20
CO 0380,2023-01-21,2023,1,21
CO 0381,2023-01-22,2023,1,22
CO 0382,2023-01-23,2023,1,23
CO 0383,2023-01-24,2023,1,24
CO 0384,2023-01-25,2023,1,25
CO 0385,2023-01-26,2023,1,26
CO 0386,2023-01-27,2023,1,27
CO 0387,2023-01-28,2023,1,28
CO 0388,2023-01-29,2023,1,29
CO 0389,2023-01-30,2023,1,30
CO 0390,2023-01-31,2023,1,31
CO 0391,2023-02-01,2023,2,1
CO 0392,2023-02-02,2023,2,2
CO 0393,2023-02-03,2023,2,3
CO 0394,2023-02-04,2023,2,4
CO 0395,2023-02-05,2023,2,5
CO 0396,2023-02-06,2023,2,6
CO 0397,2023-02-07,2023,2,7
CO 0398,2023-02-08,2023,2,8
CO 0399,2023-02-09,2023,2,9
CO 0400,2023-02-10,2023,2,10
CO 0401,2023-02-11,2023,2,11
CO 0402,2023-02-12,2023,2,12
CO 0403,2023-02-13,2023,2,13
CO 0404,2023-02-14,2023,2,14
CO 0405,2023-02-15,2023,2,15
CO 0406,2023-02-16,2023,2,16
CO 0407,2023-02-17,2023,2,17
CO 0408,2023-02-18,2023,2,18
CO 0409,2023-02-19,2023,2,19
CO 0410,2023-02-20,2023,2,20
CO 0411,2023-02-21,2023,2,21
CO 0412,2023-02-22,2023,2,22
CO 0413,2023-02-23,2023,2,23
CO 0414,2023-02-24,2023,2,24
CO 0415,2023-02-25,2023,2,25
CO 0416,2023-02-26,2023,2,26
CO 0417,2023-02-27,2023,2,27
CO 0418,2023-02-28,2023,2,28
CO 0419,2023-03-01,2023,3,1
CO 0420,2023-03-02,2023,3,2
CO 0421,2023-03-03,2023,3,3
CO 0422,2023-03-04,2023,3,4
CO 0423,2023-03-05,2023,3,5
CO 0424,2023-03-06,2023,3,6
CO 0425,2023-03-07,2023,3,7
CO 0426,2023-03-08,2023,3,8
CO 0427,2023-03-09,2023,3,9
CO 0428,2023-03-10,2023,3,10
CO 0429,2023-03-11,2023,3,11
CO 0430,2023-03-12,2023,3,12
CO 0431,2023-03-13,2023,3,13
CO 0432,2023-03-14,2023,3,14
CO 0433,2023-03-15,2023,3,15
CO 0434,2023-03-16,2023,3,16
CO 0435,2023-03-17,2023,3,17
CO 0436,2023-03-18,2023,3,18
CO 0437,2023-03-19,2023,3,19
CO 0438,2023-03-20,2023,3,20
CO 0439,2023-03-21,2023,3,21
CO 0440,2023-03-22,2023,3,22
CO 0441,2023-03-23,2023,3,23
CO 0442,2023-03-24,2023,3,24
CO 0443,2023-03-25,2023,3,25
CO 0444,2023-03-26,2023,3,26
CO 0445,2023-03-27,2023,3,27
CO 0446,2023-03-28,2023,3,28
CO 0447,2023-03-29,2023,3,29
CO 0448,2023-03-30,2023,3,30
CO 0449,2023-03-31,2023,3,31
CO 0450,2023-04-01,2023,4,1
CO 0451,2023-04-02,2023,4,2
CO 0452,2023-04-03,2023,4,3
CO 0453,2023-04-04,2023,4,4
CO 0454,2023-04-05,2023,4,5
CO 0455,2023-04-06,2023,4,6
CO 0456,2023-04-07,2023,4,7
CO 0457,2023-04-08,2023,4,8
CO 0458,2023-04-09,2023,4,9
CO 0459,2023-04-10,2023,4,10
CO 0460,2023-04-11,2023,4,11
CO 0461,2023-04-12,2023,4,12
CO 0462,2023-04-13,2023,4,13
CO 0463,2023-04-14,2023,4,14
CO 0464,2023-04-15,2023,4,15
CO 0465,2023-04-16,2023,4,16
CO 0466,2023-04-17,2023,4,17
CO 0467,2023-04-18,2023,4,18
CO 0468,2023-04-19,2023,4,19
CO 0469,2023-04-21,2023,4,21
CO 0470,2023-04-22,2023,4,22
CO 0471,2023-04-23,2023,4,23
CO 0472,2023-04-24,2023,4,24
CO 0473,2023-04-25,2023,4,25
CO 0474,2023-04-26,2023,4,26
CO 0475,2023-04-27,2023,4,27
CO 0476,2023-04-28,2023,4,28
CO 0477,2023-04-29,2023,4,29
CO 0478,2023-04-30,2023,4,30
CO 0479,2023-05-01,2023,5,1
CO 0480,2023-05-02,2023,5,2
CO 0481,2023-05-03,2023,5,3
CO 0482,2023-05-04,2023,5,4
CO 0483,2023-05-05,2023,5,5
CO 0484,2023-05-06,2023,5,6
CO 0485,2023-05-07,2023,5,7
CO 0486,2023-05-08,2023,5,8
CO 0487,2023-05-09,2023,5,9
CO 0488,2023-05-10,2023,5,10
CO 0489,2023-05-11,2023,5,11
CO 0490,2023-05-12,2023,5,12
CO 0491,2023-05-13,2023,5,13
CO 0492,2023-05-14,2023,5,14
CO 0493,2023-05-15,2023,5,15
CO 0494,2023-05-16,2023,5,16
CO 0495,2023-05-17,2023,5,17
CO 0496,2023-05-18,2023,5,18
CO 0497,2023-05-19,2023,5,19
CO 0498,2023-05-21,2023,5,21
CO 0499,2023-05-22,2023,5,22
CO 0500,2023-05-23,2023,5,23
CO 0501,2023-05-24,2023,5,24
CO 0502,2023-05-25,2023,5,25
CO 0503,2023-05-26,2023,5,26
CO 0504,2023-05-27,2023,5,27
CO 0505,2023-05-28,2023,5,28
CO 0506,2023-05-29,2023,5,29
CO 0507,2023-05-30,2023,5,30
CO 0508,2023-05-31,2023,5,31
CO 0509,2023-06-01,2023,6,1
CO 0510,2023-06-02,2023,6,2
CO 0511,2023-06-03,2023,6,3
CO 0512,2023-06-04,2023,6,4
CO 0513,2023-06-05,2023,6,5
CO 0514,2023-06-06,2023,6,6
CO 0515,2023-06-07,2023,6,7
CO 0516,2023-06-08,2023,6,8
CO 0517,2023-06-09,2023,6,9
CO 0518,2023-06-10,2023,6,10
CO 0519,2023-06-11,2023,6,11
CO 0520,2023-06-12,2023,6,12
CO 0521,2023-06-13,2023,6,13
CO 0522,2023-06-14,2023,6,14
CO 0523,2023-06-15,2023,6,15
CO 0524,2023-06-16,2023,6,16
CO 0525,2023-06-17,2023,6,17
CO 0526,2023-06-18,2023,6,18
CO 0527,2023-06-19,2023,6,19
CO 0528,2023-06-20,2023,6,20
CO 0529,2023-06-21,2023,6,21
CO 0530,2023-06-22,2023,6,22
CO 0531,2023-06-23,2023,6,23
CO 0532,2023-06-24,2023,6,24
CO 0533,2023-06-25,2023,6,25
CO 0534,2023-06-26,2023,6,26
CO 0535,2023-06-27,2023,6,27
CO 0536,2023-06-28,2023,6,28
CO 0537,2023-06-29,2023,6,29
CO 0538,2023-06-30,2023,6,30
CO 0539,2023-07-01,2023,7,1
CO 0540,2023-07-02,2023,7,2
CO 0541,2023-07-03,2023,7,3
CO 0542,2023-07-04,2023,7,4
CO 0543,2023-07-06,2023,7,6
CO 0544,2023-07-07,2023,7,7
CO 0545,2023-07-08,2023,7,8
CO 0546,2023-07-09,2023,7,9
CO 0547,2023-07-10,2023,7,10
CO 0548,2023-07-11,2023,7,11
CO 0549,2023-07-12,2023,7,12
CO 0550,2023-07-13,2023,7,13
CO 0551,2023-07-14,2023,7,14
CO 0552,2023-07-15,2023,7,15
CO 0553,2023-07-16,2023,7,16
CO 0554,2023-07-17,2023,7,17
CO 0555,2023-07-18,2023,7,18
CO 0556,2023-07-19,2023,7,19
CO 0557,2023-07-20,2023,7,20
CO 0558,2023-07-21,2023,7,21
CO 0559,2023-07-22,2023,7,22
CO 0560,2023-07-23,2023,7,23
CO 0561,2023-07-24,2023,7,24
CO 0562,2023-07-25,2023,7,25
CO 0563,2023-07-26,2023,7,26
CO 0564,2023-07-27,2023,7,27
CO 0565,2023-07-28,2023,7,28
CO 0566,2023-07-29,2023,7,29
CO 0567,2023-07-30,2023,7,30
CO 0568,2023-07-31,2023,7,31
CO 0569,2023-08-01,2023,8,1
CO 0570,2023-08-02,2023,8,2
CO 0571,2023-08-03,2023,8,3
CO 0572,2023-08-04,2023,8,4
CO 0573,2023-08-05,2023,8,5
CO 0574,2023-08-06,2023,8,6
CO 0575,2023-08-07,2023,8,7
CO 0576,2023-08-08,2023,8,8
CO 0577,2023-08-09,2023,8,9
CO 0578,2023-08-10,2023,8,10
CO 0579,2023-08-11,2023,8,11
CO 0580,2023-08-12,2023,8,12
CO 0581,2023-08-13,2023,8,13
CO 0582,2023-08-14,2023,8,14
CO 0583,2023-08-15,2023,8,15
CO 0584,2023-08-16,2023,8,16
CO 0585,2023-08-17,2023,8,17
CO 0586,2023-08-18,2023,8,18
CO 0587,2023-08-19,2023,8,19
CO 0588,2023-08-20,2023,8,20
CO 0589,2023-08-21,2023,8,21
CO 0590,2023-08-23,2023,8,23
CO 0591,2023-08-24,2023,8,24
CO 0592,2023-08-25,2023,8,25
CO 0593,2023-08-26,2023,8,26
CO 0594,2023-08-27,2023,8,27
CO 0595,2023-08-28,2023,8,28
CO 0596,2023-08-29,2023,8,29
CO 0597,2023-08-30,2023,8,30
CO 0598,2023-08-31,2023,8,31
CO 0599,2023-09-01,2023,9,1
CO 0600,2023-09-02,2023,9,2
CO 0601,2023-09-03,2023,9,3
CO 0602,2023-09-04,2023,9,4
CO 0603,2023-09-05,2023,9,5
CO 0604,2023-09-06,2023,9,6
CO 0605,2023-09-07,2023,9,7
CO 0606,2023-09-08,2023,9,8
CO 0607,2023-09-09,2023,9,9
CO 0608,2023-09-10,2023,9,10
CO 0609,2023-09-11,2023,9,11
CO 0610,2023-09-12,2023,9,12
CO 0611,2023-09-13,2023,9,13
CO 0612,2023-09-14,2023,9,14
CO 0613,2023-09-15,2023,9,15
CO 0614,2023-09-16,2023,9,16
CO 0615,2023-09-17,2023,9,17
CO 0616,2023-09-18,2023,9,18
CO 0617,2023-09-19,2023,9,19
CO 0618,2023-09-20,2023,9,20
CO 0619,2023-09-21,2023,9,21
CO 0620,2023-09-22,2023,9,22
CO 0621,2023-09-23,2023,9,23
CO 0622,2023-09-24,2023,9,24
CO 0623,2023-09-25,2023,9,25
CO 0624,2023-09-26,2023,9,26
CO 0625,2023-09-27,2023,9,27
CO 0626,2023-09-28,2023,9,28
CO 0627,2023-09-29,2023,9,29
CO 0628,2023-09-30,2023,9,30
CO 0629,2023-10-01,2023,10,1
CO 0630,2023-10-02,2023,10,2
CO 0631,2023-10-03,2023,10,3
CO 0632,2023-10-04,2023,10,4
CO 0633,2023-10-05,2023,10,5
CO 0634,2023-10-06,2023,10,6
CO 0635,2023-10-07,2023,10,7
CO 0636,2023-10-08,2023,10,8
CO 0637,2023-10-09,2023,10,9
CO 0638,2023-10-10,2023,10,10
CO 0639,2023-10-11,2023,10,11
CO 0640,2023-10-12,2023,10,12
CO 0641,2023-10-13,2023,10,13
CO 0642,2023-10-14,2023,10,14
CO 0643,2023-10-15,2023,10,15
CO 0644,2023-10-16,2023,10,16
CO 0645,2023-10-17,2023,10,17
CO 0646,2023-10-18,2023,10,18
CO 0647,2023-10-19,2023,10,19
CO 0648,2023-10-20,2023,10,20
CO 0649,2023-10-21,2023,10,21
CO 0650,2023-10-22,2023,10,22
CO 0651,2023-10-23,2023,10,23
CO 0652,2023-10-24,2023,10,24
CO 0653,2023-10-25,2023,10,25
CO 0654,2023-10-26,2023,10,26
CO 0655,2023-10-27,2023,10,27
CO 0656,2023-10-28,2023,10,28
CO 0657,2023-10-29,2023,10,29
CO 0658,2023-10-30,2023,10,30
CO 0659,2023-10-31,2023,10,31
CO 0660,2023-11-01,2023,11,1
CO 0661,2023-11-02,2023,11,2
CO 0662,2023-11-03,2023,11,3
CO 0663,2023-11-04,2023,11,4
CO 0664,2023-11-05,2023,11,5
CO 0665,2023-11-06,2023,11,6
CO 0666,2023-11-07,2023,11,7
CO 0667,2023-11-08,2023,11,8
CO 0668,2023-11-09,2023,11,9
CO 0669,2023-11-10,2023,11,10
CO 0670,2023-11-11,2023,11,11
CO 0671,2023-11-12,2023,11,12
CO 0672,2023-11-13,2023,11,13
CO 0673,2023-11-15,2023,11,15
CO 0674,2023-11-16,2023,11,16
CO 0675,2023-11-17,2023,11,17
CO 0676,2023-11-18,2023,11,18
CO 0677,2023-11-19,2023,11,19
CO 0678,2023-11-20,2023,11,20
CO 0679,2023-11-21,2023,11,21
CO 0680,2023-11-22,2023,11,22
CO 0681,2023-11-23,2023,11,23
CO 0682,2023-11-24,2023,11,24
CO 0683,2023-11-25,2023,11,25
CO 0684,2023-11-26,2023,11,26
CO 0685,2023-11-27,2023,11,27
CO 0686,2023-11-28,2023,11,28
CO 0687,2023-11-29,2023,11,29
CO 0688,2023-11-30,2023,11,30
CO 0689,2023-12-01,2023,12,1
CO 0690,2023-12-02,2023,12,2
CO 0691,2023-12-03,2023,12,3
CO 0692,2023-12-04,2023,12,4
CO 0693,2023-12-05,2023,12,5
CO 0694,2023-12-06,2023,12,6
CO 0695,2023-12-07,2023,12,7
CO 0696,2023-12-08,2023,12,8
CO 0697,2023-12-09,2023,12,9
CO 0698,2023-12-10,2023,12,10
CO 0699,2023-12-11,2023,12,11
CO 0700,2023-12-12,2023,12,12
