RES000021,15:43:45,5,1214000,6070000,CUS 3786,KMR 003,MP 05,ST 004,LOK 009,CI 0742,CO 0750
RES000022,18:04:13,4,425000,1700000,CUS 2949,KMR 004,MP 03,ST 004,LOK 016,CI 1049,CO 1056
RES000023,04:25:27,5,1217000,6085000,CUS 3196,KMR 003,MP 06,ST 003,LOK 020,CI 0531,CO 0537
RES000024,01:57:59,1,449000,449000,CUS 0690,KMR 004,MP 02,ST 002,LOK 011,CI 0262,CO 0261
RES000025,06:19:52,1,507000,507000,CUS 2220,KMR 004,MP 06,ST 004,LOK 006,CI 1000,CO 1004
RES000026,07:04:15,8,575000,4600000,CUS 2075,KMR 001,MP 03,ST 004,LOK 019,CI 0733,CO 0744
RES000027,13:54:57,8,398000,3184000,CUS 3567,KMR 002,MP 06,ST 004,LOK 006,CI 0756,CO 0766
RES000028,08:41:39,5,1091000,5455000,CUS 2887,KMR 003,MP 06,ST 003,LOK 009,CI 0890,CO 0896
RES000029,18:12:18,3,616000,1848000,CUS 1069,KMR 001,MP 04,ST 002,LOK 007,CI 0191,CO 0195
RES000030,07:25:36,9,331000,2979000,CUS 2788,KMR 002,MP 05,ST 004,LOK 001,CI 0376,CO 0386
RES000031,20:38:41,8,639000,5112000,CUS 2463,KMR 001,MP 06,ST 004,LOK 019,CI 0773,CO 0784
RES000032,20:45:03,9,383000,3447000,CUS 1507,KMR 002,MP 01,ST 004,LOK 001,CI 1005,CO 1017
RES000033,02:38:46,3,634000,1902000,CUS 0184,KMR 001,MP 06,ST 002,LOK 013,CI 0631,CO 0634
RES000034,03:43:57,4,337000,1348000,CUS 1653,KMR 002,MP 06,ST 004,LOK 011,CI 0281,CO 0283
RES000035,01:25:02,2,371000,742000,CUS 1648,KMR 002,MP 05,ST 002,LOK 009,CI 0989,CO 0994
RES000036,23:40:48,7,1297000,9079000,CUS 4148,KMR 003,MP 04,ST 003,LOK 006,CI 1053,CO 1063
RES000037,21:34:56,8,1340000,10720000,CUS 2129,KMR 003,MP 06,ST 004,LOK 018,CI 0581,CO 0589
RES000038,20:56:58,9,369000,3321000,CUS 3828,KMR 002,MP 01,ST 004,LOK 004,CI 0727,CO 0739
RES000039,10:42:32,7,1357000,9499000,CUS 1813,KMR 003,MP 06,ST 003,LOK 016,CI 1063,CO 1072
RES000040,20:36:35,9,670000,6030000,CUS 0164,KMR 001,MP 06,ST 003,LOK 005,CI 0204,CO 0212
RES000041,15:55:59,3,1339000,4017000,CUS 3707,KMR 003,MP 04,ST 003,LOK 017,CI 0369,CO 0372
RES000042,13:29:02,7,386000,2702000,CUS 0093,KMR 002,MP 05,ST 002,LOK 017,CI 0184,CO 0192
RES000043,12:05:21,2,432000,864000,CUS 3166,KMR 004,MP 06,ST 003,LOK 004,CI 0825,CO 0831
RES000044,16:32:28,9,323000,2907000,CUS 2132,KMR 002,MP 01,ST 003,LOK 004,CI 0066,CO 0075
RES000045,05:34:01,6,1157000,6942000,CUS 0881,KMR 003,MP 01,ST 002,LOK 008,CI 0939,CO 0948
RES000046,23:24:11,7,361000,2527000,CUS 1941,KMR 002,MP 03,ST 004,LOK 005,CI 0912,CO 0921
RES000047,00:59:09,1,1291000,1291000,CUS 1240,KMR 003,MP 03,ST 003,LOK 005,CI 0838,CO 0842
RES000048,04:15:03,7,380000,2660000,CUS 3780,KMR 002,MP 03,ST 002,LOK 003,CI 0855,CO 0864
RES000049,04:51:31,6,329000,1974000,CUS 0820,KMR 002,MP 06,ST 001,LOK 012,CI 0510,CO 0517
RES000050,20:04:32,4,1199000,4796000,CUS 3717,KMR 003,MP 06,ST 001,LOK 008,CI 0965,CO 0972
RES000051,23:39:18,9,559000,5031000,CUS 0381,KMR 001,MP 02,ST 002,LOK 014,CI 0186,CO 0196
RES000052,16:16:53,9,1217000,10953000,CUS 1861,KMR 003,MP 01,ST 004,LOK 010,CI 0287,CO 0294
RES000053,23:50:09,7,494000,3458000,CUS 0119,KMR 004,MP 01,ST 003,LOK 020,CI 0597,CO 0604
RES000054,09:17:28,2,1308000,2616000,CUS 0767,KMR 003,MP 06,ST 003,LOK 015,CI 0171,CO 0175
RES000055,18:41:05,5,460000,2300000,CUS 0515,KMR 004,MP 04,ST 003,LOK 004,CI 0059,CO 0064
RES000056,18:07:50,4,386000,1544000,CUS 4044,KMR 002,MP 02,ST 003,LOK 008,CI 0481,CO 0487
RES000057,12:55:50,5,571000,2855000,CUS 3370,KMR 001,MP 01,ST 003,LOK 011,CI 0417,CO 0424
RES000058,01:59:02,9,1353000,12177000,CUS 0847,KMR 003,MP 01,ST 003,LOK 003,CI 0200,CO 0209
RES000059,09:40:32,2,479000,958000,CUS 3480,KMR 004,MP 06,ST 003,LOK 003,CI 0983,CO 0988
RES000060,19:02:01,8,675000,5400000,CUS 1285,KMR 001,MP 03,ST 003,LOK 015,CI 0519,CO 0528
RES000061,05:19:10,6,1131000,6786000,CUS 2047,KMR 003,MP 04,ST 001,LOK 005,CI 0212,CO 0217
RES002108,09:55:55,2,508000,1016000,CUS 1373,KMR 004,MP 06,ST 002,LOK 005,CI 0750,CO 0754
RES000063,08:40:07,2,617000,1234000,CUS 1432,KMR 001,MP 01,ST 003,LOK 009,CI 0533,CO 0536
RES000064,22:21:23,8,1332000,10656000,CUS 3976,KMR 003,MP 04,ST 003,LOK 011,CI 0424,CO 0434
RES000065,17:54:04,1,505000,505000,CUS 0472,KMR 004,MP 06,ST 004,LOK 006,CI 0630,CO 0631
RES000066,14:09:44,9,1199000,10791000,CUS 1532,KMR 003,MP 01,ST 004,LOK 006,CI 0818,CO 0831
RES000067,12:46:16,8,669000,5352000,CUS 2152,KMR 001,MP 01,ST 004,LOK 015,CI 0440,CO 0450
RES000068,17:54:45,1,334000,334000,CUS 2025,KMR 002,MP 04,ST 001,LOK 007,CI 0013,CO 0013
RES000069,23:03:41,3,493000,1479000,CUS 0318,KMR 004,MP 01,ST 004,LOK 002,CI 0182,CO 0186
RES000070,02:32:31,4,584000,2336000,CUS 0379,KMR 001,MP 01,ST 003,LOK 018,CI 0296,CO 0298
RES000071,18:17:12,8,1196000,9568000,CUS 4038,KMR 003,MP 05,ST 002,LOK 014,CI 0571,CO 0579
RES000072,21:19:28,3,393000,1179000,CUS 0411,KMR 002,MP 05,ST 004,LOK 020,CI 0069,CO 0072
RES000073,08:16:17,3,482000,1446000,CUS 0959,KMR 004,MP 06,ST 004,LOK 017,CI 1026,CO 1032
RES000074,17:06:04,5,1325000,6625000,CUS 2692,KMR 003,MP 02,ST 003,LOK 007,CI 0310,CO 0313
RES000075,23:44:46,6,602000,3612000,CUS 0124,KMR 001,MP 03,ST 002,LOK 005,CI 0840,CO 0849
RES000076,12:05:31,5,501000,2505000,CUS 2679,KMR 004,MP 01,ST 003,LOK 011,CI 0123,CO 0128
RES000077,13:57:38,1,1096000,1096000,CUS 1601,KMR 003,MP 06,ST 004,LOK 019,CI 0069,CO 0070
RES000078,17:58:50,3,460000,1380000,CUS 0785,KMR 004,MP 04,ST 004,LOK 004,CI 0172,CO 0177
RES000079,10:51:22,4,645000,2580000,CUS 4108,KMR 001,MP 06,ST 003,LOK 011,CI 0742,CO 0749
RES000080,00:22:52,6,1114000,6684000,CUS 1763,KMR 003,MP 05,ST 004,LOK 014,CI 0975,CO 0984
RES000081,17:11:53,6,393000,2358000,CUS 0831,KMR 002,MP 06,ST 003,LOK 012,CI 0582,CO 0588
RES000082,04:15:01,7,484000,3388000,CUS 3388,KMR 004,MP 02,ST 003,LOK 012,CI 0923,CO 0932
RES000083,07:22:58,7,559000,3913000,CUS 0061,KMR 001,MP 01,ST 004,LOK 012,CI 0796,CO 0807
RES000084,05:17:55,9,358000,3222000,CUS 3979,KMR 002,MP 01,ST 002,LOK 019,CI 0100,CO 0109
RES000085,12:20:24,1,502000,502000,CUS 1774,KMR 004,MP 01,ST 003,LOK 007,CI 0820,CO 0825
RES000086,18:52:52,1,1306000,1306000,CUS 1904,KMR 003,MP 06,ST 002,LOK 010,CI 0667,CO 0669
RES000087,08:20:53,5,450000,2250000,CUS 2243,KMR 004,MP 04,ST 003,LOK 018,CI 0859,CO 0866
RES000088,14:05:52,8,1287000,10296000,CUS 3590,KMR 003,MP 05,ST 004,LOK 009,CI 0396,CO 0405
RES000089,09:00:41,6,564000,3384000,CUS 2732,KMR 001,MP 06,ST 004,LOK 012,CI 0780,CO 0789
RES000090,05:01:57,8,354000,2832000,CUS 1444,KMR 002,MP 06,ST 003,LOK 010,CI 0040,CO 0048
RES000091,15:53:07,3,354000,1062000,CUS 1585,KMR 002,MP 04,ST 002,LOK 005,CI 0901,CO 0905
RES000092,21:56:39,6,672000,4032000,CUS 0274,KMR 001,MP 06,ST 003,LOK 013,CI 0703,CO 0711
RES000093,21:34:30,2,478000,956000,CUS 1793,KMR 004,MP 02,ST 004,LOK 009,CI 0961,CO 0966
RES000094,21:00:44,6,544000,3264000,CUS 0198,KMR 001,MP 05,ST 003,LOK 006,CI 0152,CO 0159
RES000095,17:37:13,2,1195000,2390000,CUS 3069,KMR 003,MP 06,ST 004,LOK 004,CI 1007,CO 1012
RES000096,14:01:39,8,327000,2616000,CUS 3097,KMR 002,MP 01,ST 003,LOK 003,CI 0459,CO 0001
RES000097,18:09:49,4,328000,1312000,CUS 2790,KMR 002,MP 06,ST 004,LOK 001,CI 0699,CO 0705
RES000098,16:50:34,5,502000,2510000,CUS 0139,KMR 004,MP 03,ST 004,LOK 015,CI 0732,CO 0740
RES000099,12:37:15,7,616000,4312000,CUS 3183,KMR 001,MP 01,ST 003,LOK 013,CI 0627,CO 0634
RES000100,15:52:58,1,1359000,1359000,CUS 0650,KMR 003,MP 03,ST 003,LOK 005,CI 0449,CO 0452
RES000101,20:23:22,3,340000,1020000,CUS 1907,KMR 002,MP 02,ST 003,LOK 001,CI 0242,CO 0243
RES000102,04:25:25,6,592000,3552000,CUS 2290,KMR 001,MP 04,ST 004,LOK 008,CI 0367,CO 0372
RES000103,14:52:47,7,1308000,9156000,CUS 3292,KMR 003,MP 06,ST 002,LOK 020,CI 0990,CO 1000
RES000104,16:34:47,4,546000,2184000,CUS 0002,KMR 001,MP 01,ST 004,LOK 001,CI 0988,CO 0995
RES000105,12:55:21,8,660000,5280000,CUS 3859,KMR 001,MP 04,ST 003,LOK 001,CI 0118,CO 0126
RES000106,16:51:31,6,398000,2388000,CUS 3557,KMR 002,MP 05,ST 003,LOK 010,CI 0783,CO 0792
RES000107,01:33:16,5,456000,2280000,CUS 2649,KMR 004,MP 06,ST 003,LOK 005,CI 0715,CO 0723
RES000108,09:12:56,2,376000,752000,CUS 1405,KMR 002,MP 05,ST 002,LOK 014,CI 0976,CO 0981
RES000109,13:00:31,9,1164000,10476000,CUS 0617,KMR 003,MP 06,ST 002,LOK 002,CI 0055,CO 0064
RES000110,23:34:57,2,344000,688000,CUS 2566,KMR 002,MP 04,ST 004,LOK 005,CI 0252,CO 0252
RES000111,19:59:40,7,475000,3325000,CUS 0018,KMR 004,MP 03,ST 004,LOK 015,CI 1028,CO 1038
RES000112,21:43:16,5,1136000,5680000,CUS 0298,KMR 003,MP 06,ST 004,LOK 019,CI 0840,CO 0848
RES000113,22:05:46,9,595000,5355000,CUS 0139,KMR 001,MP 06,ST 003,LOK 016,CI 1037,CO 1049
RES000114,05:38:31,8,478000,3824000,CUS 3383,KMR 004,MP 06,ST 004,LOK 020,CI 0819,CO 0831
RES000115,22:35:34,3,441000,1323000,CUS 3128,KMR 004,MP 03,ST 001,LOK 015,CI 0852,CO 0857
RES000116,13:53:46,5,653000,3265000,CUS 1943,KMR 001,MP 06,ST 004,LOK 011,CI 0625,CO 0630
RES000117,10:46:10,8,451000,3608000,CUS 4146,KMR 004,MP 03,ST 004,LOK 008,CI 0309,CO 0315
RES000118,12:50:58,3,495000,1485000,CUS 3750,KMR 004,MP 06,ST 004,LOK 004,CI 0582,CO 0585
RES000119,08:22:22,2,630000,1260000,CUS 0139,KMR 001,MP 05,ST 002,LOK 003,CI 0232,CO 0233
RES000120,04:17:04,4,386000,1544000,CUS 2664,KMR 002,MP 04,ST 003,LOK 016,CI 0654,CO 0659
RES000121,02:23:58,9,453000,4077000,CUS 0979,KMR 004,MP 06,ST 004,LOK 006,CI 0668,CO 0678
RES000122,22:31:05,2,477000,954000,CUS 3503,KMR 004,MP 02,ST 004,LOK 020,CI 0758,CO 0762
RES000123,00:06:55,5,603000,3015000,CUS 0197,KMR 001,MP 03,ST 003,LOK 011,CI 0585,CO 0590
RES000124,05:47:23,7,487000,3409000,CUS 0553,KMR 004,MP 02,ST 002,LOK 018,CI 0381,CO 0389
RES000125,20:29:46,1,459000,459000,CUS 3104,KMR 004,MP 03,ST 004,LOK 012,CI 0339,CO 0339
RES000126,22:24:06,9,567000,5103000,CUS 1971,KMR 001,MP 03,ST 004,LOK 016,CI 0138,CO 0147
RES000127,06:28:17,5,422000,2110000,CUS 4066,KMR 004,MP 06,ST 004,LOK 013,CI 0611,CO 0616
RES000128,21:10:43,6,604000,3624000,CUS 4078,KMR 001,MP 06,ST 003,LOK 014,CI 0407,CO 0414
RES000129,16:29:45,5,566000,2830000,CUS 4090,KMR 001,MP 01,ST 004,LOK 010,CI 0069,CO 0074
RES000130,01:57:42,1,436000,436000,CUS 2906,KMR 004,MP 04,ST 004,LOK 006,CI 0719,CO 0723
RES000131,20:31:56,9,549000,4941000,CUS 4097,KMR 001,MP 04,ST 004,LOK 013,CI 0215,CO 0223
RES000132,03:36:37,3,684000,2052000,CUS 1654,KMR 001,MP 06,ST 002,LOK 016,CI 0355,CO 0356
RES000133,19:44:31,3,630000,1890000,CUS 1771,KMR 001,MP 02,ST 004,LOK 018,CI 0144,CO 0147
RES000134,11:27:39,4,359000,1436000,CUS 1298,KMR 002,MP 02,ST 003,LOK 009,CI 0232,CO 0235
RES000135,02:17:10,2,517000,1034000,CUS 0614,KMR 004,MP 05,ST 002,LOK 020,CI 0484,CO 0488
RES000136,22:17:01,6,1338000,8028000,CUS 1683,KMR 003,MP 05,ST 004,LOK 011,CI 0228,CO 0233
RES000137,05:14:42,5,638000,3190000,CUS 3640,KMR 001,MP 03,ST 003,LOK 015,CI 0180,CO 0186
RES004240,02:55:23,9,437000,3933000,CUS 0188,KMR 004,MP 03,ST 001,LOK 008,CI 0987,CO 0999
RES000139,17:13:26,5,478000,2390000,CUS 0040,KMR 004,MP 01,ST 004,LOK 015,CI 0386,CO 0392
RES000140,03:42:27,2,1243000,2486000,CUS 2385,KMR 003,MP 05,ST 003,LOK 019,CI 0715,CO 0720
RES000141,00:10:19,2,1241000,2482000,CUS 0228,KMR 003,MP 02,ST 004,LOK 017,CI 0585,CO 0588
RES000142,18:23:26,7,1168000,8176000,CUS 3726,KMR 003,MP 04,ST 004,LOK 010,CI 0554,CO 0561
RES000143,07:53:58,8,1326000,10608000,CUS 3825,KMR 003,MP 06,ST 002,LOK 009,CI 0165,CO 0174
RES000144,12:11:01,6,493000,2958000,CUS 1727,KMR 004,MP 05,ST 004,LOK 004,CI 1032,CO 1041
RES000145,16:04:35,2,1248000,2496000,CUS 3695,KMR 003,MP 06,ST 002,LOK 018,CI 0808,CO 0814
RES000146,09:34:34,1,410000,410000,CUS 3452,KMR 004,MP 01,ST 004,LOK 003,CI 0312,CO 0311
RES000147,20:04:13,6,1117000,6702000,CUS 1753,KMR 003,MP 01,ST 003,LOK 001,CI 0424,CO 0432
RES000148,11:28:00,9,317000,2853000,CUS 0781,KMR 002,MP 01,ST 003,LOK 005,CI 0264,CO 0271
RES000149,05:04:41,9,1269000,11421000,CUS 0920,KMR 003,MP 03,ST 003,LOK 005,CI 0682,CO 0693
RES000150,19:10:20,2,1313000,2626000,CUS 1702,KMR 003,MP 04,ST 003,LOK 008,CI 0817,CO 0823
RES000151,05:09:13,1,670000,670000,CUS 0533,KMR 001,MP 02,ST 004,LOK 010,CI 0449,CO 0452
RES000152,00:17:22,6,676000,4056000,CUS 4008,KMR 001,MP 06,ST 004,LOK 018,CI 0741,CO 0750
RES000153,23:49:44,2,1142000,2284000,CUS 0139,KMR 003,MP 06,ST 003,LOK 007,CI 0995,CO 1000
RES000154,15:33:15,3,1227000,3681000,CUS 1026,KMR 003,MP 05,ST 003,LOK 017,CI 0939,CO 0945
RES000155,05:08:01,5,582000,2910000,CUS 0634,KMR 001,MP 06,ST 004,LOK 014,CI 0472,CO 0478
RES000156,13:52:50,6,419000,2514000,CUS 2897,KMR 004,MP 06,ST 001,LOK 017,CI 0918,CO 0926
RES000157,03:41:29,7,1159000,8113000,CUS 4104,KMR 003,MP 02,ST 003,LOK 014,CI 0633,CO 0640
RES000158,01:34:47,8,499000,3992000,CUS 1349,KMR 004,MP 03,ST 004,LOK 019,CI 0491,CO 0500
RES000159,03:30:58,1,1222000,1222000,CUS 2781,KMR 003,MP 01,ST 002,LOK 017,CI 0851,CO 0854
RES000160,01:34:51,2,413000,826000,CUS 0139,KMR 004,MP 04,ST 001,LOK 004,CI 0813,CO 0819
RES000161,23:50:51,4,661000,2644000,CUS 1508,KMR 001,MP 05,ST 003,LOK 014,CI 0421,CO 0427
RES000162,09:15:11,4,447000,1788000,CUS 0139,KMR 004,MP 06,ST 003,LOK 016,CI 0428,CO 0434
RES000163,11:05:47,9,369000,3321000,CUS 2503,KMR 002,MP 04,ST 004,LOK 014,CI 0281,CO 0288
RES000164,14:37:44,6,470000,2820000,CUS 2875,KMR 004,MP 02,ST 003,LOK 018,CI 0667,CO 0673
RES000165,22:59:25,9,471000,4239000,CUS 3074,KMR 004,MP 03,ST 003,LOK 004,CI 0135,CO 0144
RES000166,02:17:57,5,1116000,5580000,CUS 0222,KMR 003,MP 02,ST 003,LOK 011,CI 0162,CO 0168
RES000167,13:43:51,4,670000,2680000,CUS 1643,KMR 001,MP 06,ST 004,LOK 013,CI 0833,CO 0841
RES000168,00:39:09,7,1336000,9352000,CUS 1160,KMR 003,MP 04,ST 002,LOK 014,CI 0523,CO 0531
RES000169,01:45:09,4,597000,2388000,CUS 0480,KMR 001,MP 06,ST 003,LOK 004,CI 0686,CO 0692
RES000170,09:07:06,9,1223000,11007000,CUS 1355,KMR 003,MP 02,ST 004,LOK 009,CI 0063,CO 0072
RES000171,07:33:36,1,352000,352000,CUS 1666,KMR 002,MP 06,ST 004,LOK 014,CI 0320,CO 0320
RES000172,23:43:03,9,398000,3582000,CUS 3070,KMR 002,MP 04,ST 004,LOK 006,CI 0551,CO 0560
RES000173,05:33:47,9,398000,3582000,CUS 2229,KMR 002,MP 05,ST 003,LOK 015,CI 0563,CO 0572
RES000174,19:13:17,6,350000,2100000,CUS 3320,KMR 002,MP 02,ST 003,LOK 015,CI 0823,CO 0833
RES000175,17:58:46,1,1241000,1241000,CUS 2542,KMR 003,MP 02,ST 004,LOK 015,CI 0633,CO 0634
RES000176,20:36:53,7,541000,3787000,CUS 0384,KMR 001,MP 05,ST 004,LOK 003,CI 0558,CO 0565
RES000177,15:20:30,9,646000,5814000,CUS 0217,KMR 001,MP 04,ST 004,LOK 014,CI 0591,CO 0600
RES000178,07:09:27,6,1253000,7518000,CUS 2474,KMR 003,MP 05,ST 003,LOK 019,CI 0604,CO 0610
RES000179,02:49:18,6,358000,2148000,CUS 0139,KMR 002,MP 06,ST 004,LOK 016,CI 0646,CO 0652
RES000180,08:32:52,5,333000,1665000,CUS 0139,KMR 002,MP 02,ST 004,LOK 012,CI 0601,CO 0606
RES000181,10:41:27,7,514000,3598000,CUS 1216,KMR 004,MP 03,ST 001,LOK 012,CI 0660,CO 0668
RES000182,15:18:15,9,392000,3528000,CUS 3375,KMR 002,MP 06,ST 004,LOK 004,CI 0281,CO 0288
RES000183,10:07:23,1,628000,628000,CUS 0194,KMR 001,MP 02,ST 001,LOK 020,CI 0573,CO 0574
RES000184,09:01:41,7,393000,2751000,CUS 3586,KMR 002,MP 03,ST 003,LOK 020,CI 0656,CO 0664
RES000185,23:34:59,9,1093000,9837000,CUS 0152,KMR 003,MP 02,ST 002,LOK 019,CI 0076,CO 0085
RES000503,02:48:01,5,1241000,6205000,CUS 3454,KMR 003,MP 05,ST 003,LOK 020,CI 0896,CO 0902
RES000187,05:39:26,2,578000,1156000,CUS 2151,KMR 001,MP 06,ST 001,LOK 014,CI 0072,CO 0074
RES000188,18:20:16,4,496000,1984000,CUS 1622,KMR 004,MP 01,ST 004,LOK 011,CI 0760,CO 0766
RES000189,01:40:23,2,656000,1312000,CUS 4002,KMR 001,MP 05,ST 001,LOK 019,CI 0134,CO 0136
RES000190,18:42:24,8,484000,3872000,CUS 0330,KMR 004,MP 01,ST 002,LOK 003,CI 0155,CO 0164
RES000191,18:44:16,1,385000,385000,CUS 0139,KMR 002,MP 06,ST 003,LOK 007,CI 0589,CO 0590
RES000192,13:24:28,3,316000,948000,CUS 2966,KMR 002,MP 03,ST 003,LOK 008,CI 0951,CO 0957
RES000193,12:09:44,1,630000,630000,CUS 0931,KMR 001,MP 05,ST 001,LOK 008,CI 0795,CO 0800
RES000194,07:11:33,7,1307000,9149000,CUS 4040,KMR 003,MP 04,ST 002,LOK 013,CI 0875,CO 0883
RES000195,03:19:28,7,318000,2226000,CUS 3156,KMR 002,MP 05,ST 004,LOK 011,CI 0945,CO 0955
RES000196,19:53:50,8,605000,4840000,CUS 0672,KMR 001,MP 03,ST 004,LOK 006,CI 0890,CO 0899
RES000197,05:46:41,1,671000,671000,CUS 0948,KMR 001,MP 03,ST 004,LOK 011,CI 0622,CO 0623
RES000198,21:24:16,6,513000,3078000,CUS 3206,KMR 004,MP 04,ST 004,LOK 008,CI 0900,CO 0907
RES000199,22:41:26,6,358000,2148000,CUS 0682,KMR 002,MP 03,ST 003,LOK 006,CI 0084,CO 0090
RES000200,19:44:51,3,587000,1761000,CUS 3550,KMR 001,MP 05,ST 003,LOK 015,CI 0400,CO 0404
RES000201,17:57:25,5,455000,2275000,CUS 0933,KMR 004,MP 03,ST 002,LOK 004,CI 0712,CO 0719
RES000202,22:54:46,7,343000,2401000,CUS 4022,KMR 002,MP 02,ST 004,LOK 018,CI 0618,CO 0625
RES000203,20:40:37,8,392000,3136000,CUS 1698,KMR 002,MP 04,ST 003,LOK 013,CI 0516,CO 0525
RES000204,17:57:31,3,458000,1374000,CUS 4143,KMR 004,MP 02,ST 003,LOK 011,CI 0982,CO 0988
RES000205,06:09:33,7,627000,4389000,CUS 2080,KMR 001,MP 04,ST 004,LOK 016,CI 0722,CO 0732
RES000206,23:29:38,6,1368000,8208000,CUS 1238,KMR 003,MP 06,ST 004,LOK 010,CI 0062,CO 0068
RES000207,09:42:45,1,650000,650000,CUS 0027,KMR 001,MP 04,ST 003,LOK 007,CI 0378,CO 0380
RES000208,12:52:51,5,1293000,6465000,CUS 2280,KMR 003,MP 03,ST 004,LOK 011,CI 0049,CO 0054
RES003985,20:02:08,2,385000,770000,CUS 0696,KMR 002,MP 05,ST 004,LOK 013,CI 0299,CO 0299
RES000210,18:25:17,4,686000,2744000,CUS 1900,KMR 001,MP 06,ST 004,LOK 011,CI 0839,CO 0846
RES000211,15:26:55,2,331000,662000,CUS 3680,KMR 002,MP 02,ST 002,LOK 018,CI 0302,CO 0302
RES000212,04:58:58,1,417000,417000,CUS 1780,KMR 004,MP 03,ST 003,LOK 006,CI 0800,CO 0805
RES000213,22:12:45,4,360000,1440000,CUS 0774,KMR 002,MP 06,ST 003,LOK 010,CI 0682,CO 0688
RES000214,08:20:10,5,1305000,6525000,CUS 2549,KMR 003,MP 06,ST 003,LOK 004,CI 0109,CO 0114
RES000215,00:05:30,2,498000,996000,CUS 0413,KMR 004,MP 06,ST 003,LOK 012,CI 0266,CO 0266
RES000216,07:12:45,5,329000,1645000,CUS 0719,KMR 002,MP 02,ST 003,LOK 003,CI 0830,CO 0839
RES000217,09:58:26,4,511000,2044000,CUS 2579,KMR 004,MP 06,ST 003,LOK 006,CI 0617,CO 0621
RES000218,11:40:32,5,594000,2970000,CUS 1647,KMR 001,MP 05,ST 003,LOK 001,CI 0631,CO 0636
RES000219,00:49:59,4,595000,2380000,CUS 0139,KMR 001,MP 04,ST 003,LOK 008,CI 0539,CO 0543
RES000220,08:21:43,1,1119000,1119000,CUS 2506,KMR 003,MP 02,ST 003,LOK 012,CI 0050,CO 0051
RES000221,14:59:13,2,482000,964000,CUS 1558,KMR 004,MP 03,ST 003,LOK 007,CI 1003,CO 1008
RES000222,21:48:07,7,334000,2338000,CUS 0033,KMR 002,MP 03,ST 004,LOK 002,CI 0804,CO 0815
RES000223,13:08:31,9,1227000,11043000,CUS 0403,KMR 003,MP 01,ST 003,LOK 019,CI 0088,CO 0097
RES000224,05:54:18,6,322000,1932000,CUS 0139,KMR 002,MP 05,ST 004,LOK 011,CI 0351,CO 0355
RES000225,12:48:44,3,626000,1878000,CUS 2628,KMR 001,MP 05,ST 004,LOK 004,CI 0053,CO 0056
RES000226,19:00:24,3,563000,1689000,CUS 1606,KMR 001,MP 06,ST 003,LOK 009,CI 0476,CO 0481
RES000227,01:53:54,6,427000,2562000,CUS 3546,KMR 004,MP 04,ST 004,LOK 010,CI 1003,CO 1012
RES000228,17:35:46,5,417000,2085000,CUS 1463,KMR 004,MP 02,ST 002,LOK 019,CI 0729,CO 0737
RES000229,05:55:34,9,560000,5040000,CUS 1208,KMR 001,MP 02,ST 003,LOK 011,CI 0895,CO 0905
